Sl no,Comment,Comment_Tokens
1492,youre a sellout to putin  looking douchy more than presidential even melania avoids you,"['youre', 'sellout', 'putin', 'looking', 'douchy', 'presidential', 'even', 'melania', 'avoids']"
1493,No Comment,"['No', 'Comment']"
1494,best president in my lifetimeamerica strong with president trump leading,"['best', 'president', 'lifetimeamerica', 'strong', 'president', 'trump', 'leading']"
1495,No Comment,"['No', 'Comment']"
1496,trump,['trump']
1497,this is a true great president trump and other country leaders know it,"['true', 'great', 'president', 'trump', 'country', 'leaders', 'know']"
1498,son of a bitch,"['son', 'bitch']"
1499,trump ,['trump']
1500,magaisacancer cryyy,"['magaisacancer', 'cryyy']"
1501,No Comment,"['No', 'Comment']"
1502,cok byk farkla kazanacaksn dnya lideri,"['cok', 'byk', 'farkla', 'kazanacaksn', 'dnya', 'lideri']"
1503,was president duda invited to attend the trump hush money  trial,"['president', 'duda', 'invited', 'attend', 'trump', 'hush', 'money', 'trial']"
1504,may he have god smiling onhim,"['may', 'god', 'smiling', 'onhim']"
1505,No Comment,"['No', 'Comment']"
1506,No Comment,"['No', 'Comment']"
1507,debraangels ,['debraangels']
1508,No Comment,"['No', 'Comment']"
1509,derekdunnoc  they are shaming the office of the president and vp  i dont think they expect to be respected,"['derekdunnoc', 'shaming', 'office', 'president', 'vp', 'dont', 'think', 'expect', 'respected']"
1510,trump,['trump']
1511,so funny ,['funny']
1512,joe biden are you stupid,"['joe', 'biden', 'stupid']"
1513,allyblooms stop watching msm and start thinking for yourself,"['allyblooms', 'stop', 'watching', 'msm', 'start', 'thinking']"
1514,masonhd  cnn lied to you bro,"['masonhd', 'cnn', 'lied', 'bro']"
1515,rodca a funny one this is fucking genius,"['rodca', 'funny', 'one', 'fucking', 'genius']"
1516,so funny,['funny']
1517,ayushv smart choicehe is not a perfect man but he is the perfect man for the job lifelong politicians have made a mess of things,"['ayushv', 'smart', 'choice', 'perfect', 'man', 'perfect', 'man', 'job', 'lifelong', 'politicians', 'made', 'mess', 'things']"
1518,halohere ,['halohere']
1519,this is hysterical,['hysterical']
1520,No Comment,"['No', 'Comment']"
1521,No Comment,"['No', 'Comment']"
1522,No Comment,"['No', 'Comment']"
1523,killerdashh praised the lord amen  ,"['killerdashh', 'praised', 'lord', 'amen']"
1524,No Comment,"['No', 'Comment']"
1525,"ak
why cant get him back from freemason

polina felicita
it seems that i need to get all mel archives to blackmail him too to get him back
 what to do with my feelings of his betrayal me with masons every time he connect his life with dark leaders worse then devil i got seek i have desseases
when he started sex with mel in  yet during marriage with marla  he st cheat on her cause of mel black magic hypnosis and her dc money
ak
if you are going in difficult leave him dont expect the him
polina felicita
i got tuberculosis here in 
when he went to masons in october  i got kremlin poisoning when i month i couldnt eat anything except basmati rice
this is twin flames connection
ak
yes
polina felicita
yet whole humanity needs to work with it cause this is many lives story
ak
mmmmm
polina felicita
of how father of the worldany stop germain trump poseidonald betray me mother of the worldportia nel alexandra fedorovna ninhursag  element
st germain ordered shooting of romanovs being under custodians
poseidon was possessed by pandora jz frog as it written in deep book also poseidon participated in betrayal of mother of the world in atlantis
st germain betrayed me when i was nel me and my husband then had tuberculosis indeed he was under custodians who sprayed it on humanity
ak
leave the history go forward for future
polina felicita
but he repeat past
he only want to repeat this past always
ak
leave them from your mind dont get confused and risk concentrate on your path this is your life
polina felicita
no i need all his money even if i want to fight with masons on orthodox community
needs to force him
even through court
no im not going to earn myself
my sence of life is take all mel resources to me win her
defeat her on tv
ashame and bancrupt her
ak
do you think bill for you by standing alone
polina felicita
if trump cant do it i will also be under jehovah
antichrist will do it
although he is also mason
ak
focus with your mind
polina felicita
what he promise to me is indeed what i want but he can lie that he will give it anyway im not going to go to my life without reaching","['ak', 'cant', 'get', 'back', 'freemason', 'polina', 'felicita', 'seems', 'need', 'get', 'mel', 'archives', 'blackmail', 'get', 'back', 'feelings', 'betrayal', 'masons', 'every', 'time', 'connect', 'life', 'dark', 'leaders', 'worse', 'devil', 'got', 'seek', 'desseases', 'started', 'sex', 'mel', 'yet', 'marriage', 'marla', 'st', 'cheat', 'cause', 'mel', 'black', 'magic', 'hypnosis', 'dc', 'money', 'ak', 'going', 'difficult', 'leave', 'dont', 'expect', 'polina', 'felicita', 'got', 'tuberculosis', 'went', 'masons', 'october', 'got', 'kremlin', 'poisoning', 'month', 'couldnt', 'eat', 'anything', 'except', 'basmati', 'rice', 'twin', 'flames', 'connection', 'ak', 'yes', 'polina', 'felicita', 'yet', 'whole', 'humanity', 'needs', 'work', 'cause', 'many', 'lives', 'story', 'ak', 'mmmmm', 'polina', 'felicita', 'father', 'worldany', 'stop', 'germain', 'trump', 'poseidonald', 'betray', 'mother', 'worldportia', 'nel', 'alexandra', 'fedorovna', 'ninhursag', 'element', 'st', 'germain', 'ordered', 'shooting', 'romanovs', 'custodians', 'poseidon', 'possessed', 'pandora', 'jz', 'frog', 'written', 'deep', 'book', 'also', 'poseidon', 'participated', 'betrayal', 'mother', 'world', 'atlantis', 'st', 'germain', 'betrayed', 'nel', 'husband', 'tuberculosis', 'indeed', 'custodians', 'sprayed', 'humanity', 'ak', 'leave', 'history', 'go', 'forward', 'future', 'polina', 'felicita', 'repeat', 'past', 'want', 'repeat', 'past', 'always', 'ak', 'leave', 'mind', 'dont', 'get', 'confused', 'risk', 'concentrate', 'path', 'life', 'polina', 'felicita', 'need', 'money', 'even', 'want', 'fight', 'masons', 'orthodox', 'community', 'needs', 'force', 'even', 'court', 'im', 'going', 'earn', 'sence', 'life', 'take', 'mel', 'resources', 'win', 'defeat', 'tv', 'ashame', 'bancrupt', 'ak', 'think', 'bill', 'standing', 'alone', 'polina', 'felicita', 'trump', 'cant', 'also', 'jehovah', 'antichrist', 'although', 'also', 'mason', 'ak', 'focus', 'mind', 'polina', 'felicita', 'promise', 'indeed', 'want', 'lie', 'give', 'anyway', 'im', 'going', 'go', 'life', 'without', 'reaching']"
1526,"polinarteru without reaching it
i will do it with tsar with jesus grabovoy with swami darshi with antichrist with ancestors with santa kumara  with ramtha or alone
unlimited power thats what i want
needs to take it away from masons
ak
mmmm","['polinarteru', 'without', 'reaching', 'tsar', 'jesus', 'grabovoy', 'swami', 'darshi', 'antichrist', 'ancestors', 'santa', 'kumara', 'ramtha', 'alone', 'unlimited', 'power', 'thats', 'want', 'needs', 'take', 'away', 'masons', 'ak', 'mmmm']"
1527,i still remember this grandpa u crack me up fr,"['still', 'remember', 'grandpa', 'u', 'crack', 'fr']"
1528,lmao,['lmao']
1529,No Comment,"['No', 'Comment']"
1530,No Comment,"['No', 'Comment']"
1531,No Comment,"['No', 'Comment']"
1532,trump love button ,"['trump', 'love', 'button']"
1533,No Comment,"['No', 'Comment']"
1534,this never fails to make me laugh out loud,"['never', 'fails', 'make', 'laugh', 'loud']"
1535,No Comment,"['No', 'Comment']"
1536,No Comment,"['No', 'Comment']"
1537,these filters ,['filters']
1538,also dh die ganze welt ist blind nur die trumpwhler sind die einzig sehnende glaubt ihr das wirklich ihr seid in einer blase und seht die wahrheit nicht aufgrund von indoktrination,"['also', 'dh', 'die', 'ganze', 'welt', 'ist', 'blind', 'nur', 'die', 'trumpwhler', 'sind', 'die', 'einzig', 'sehnende', 'glaubt', 'ihr', 'das', 'wirklich', 'ihr', 'seid', 'einer', 'blase', 'und', 'seht', 'die', 'wahrheit', 'nicht', 'aufgrund', 'von', 'indoktrination']"
1539,fullfanman live a lil bro and laugh gods running all this anyway vote for god laugh at humans ,"['fullfanman', 'live', 'lil', 'bro', 'laugh', 'gods', 'running', 'anyway', 'vote', 'god', 'laugh', 'humans']"
1540,trump got more likes than he got votes ,"['trump', 'got', 'likes', 'got', 'votes']"
1541,nickarment do you even know what a nazi is lol,"['nickarment', 'even', 'know', 'nazi', 'lol']"
1542,hes not racist the internet made you believe that ,"['hes', 'racist', 'internet', 'made', 'believe']"
1543,tedjuske if youre not you need therapy,"['tedjuske', 'youre', 'need', 'therapy']"
1544,deadheadaustin what has biden done for us ,"['deadheadaustin', 'biden', 'done', 'us']"
1545,kaiiitlynmariiie girl have you even graduated high school,"['kaiiitlynmariiie', 'girl', 'even', 'graduated', 'high', 'school']"
1546,kaiiitlynmariiie i dont like biden why the fuck do people just assume because im not voting trump im voting biden rfk jr is who i want in office  trump and biden are clowns politics suck in general theyre all puppets to a bigger corporation just vote for whatever puppet offers best for the country,"['kaiiitlynmariiie', 'dont', 'like', 'biden', 'fuck', 'people', 'assume', 'im', 'voting', 'trump', 'im', 'voting', 'biden', 'rfk', 'jr', 'want', 'office', 'trump', 'biden', 'clowns', 'politics', 'suck', 'general', 'theyre', 'puppets', 'bigger', 'corporation', 'vote', 'whatever', 'puppet', 'offers', 'best', 'country']"
1547,deadheadaustin cuz if youre not voting trump then it makes sense that youre voting biden duh,"['deadheadaustin', 'cuz', 'youre', 'voting', 'trump', 'makes', 'sense', 'youre', 'voting', 'biden', 'duh']"
1548,nickarment no but i got my facts straight thats for sure ,"['nickarment', 'got', 'facts', 'straight', 'thats', 'sure']"
1549,kaiiitlynmariiie youre a freshman in high school im a third college student majoring in political science do you know what a fascist is,"['kaiiitlynmariiie', 'youre', 'freshman', 'high', 'school', 'im', 'third', 'college', 'student', 'majoring', 'political', 'science', 'know', 'fascist']"
1550,nickarment do you know what is is  and im not even a freshmen,"['nickarment', 'know', 'im', 'even', 'freshmen']"
1551,kaiiitlynmariiie haha im not arguing with a literal high schooler who cant even vote keep being spoon fed your political opinions by your parents youll grow up one day i was like you when i was ,"['kaiiitlynmariiie', 'haha', 'im', 'arguing', 'literal', 'high', 'schooler', 'cant', 'even', 'vote', 'keep', 'spoon', 'fed', 'political', 'opinions', 'parents', 'youll', 'grow', 'one', 'day', 'like']"
1552,nickarment huh first of all nobody told you to argue with me second of all my parents dont even believe in politics cuz im mexican american i dont need a grown man to tell me who to believe in also if you didnt want the truth you shouldnt have been on trumps account anyways since you dont even support him ,"['nickarment', 'huh', 'first', 'nobody', 'told', 'argue', 'second', 'parents', 'dont', 'even', 'believe', 'politics', 'cuz', 'im', 'mexican', 'american', 'dont', 'need', 'grown', 'man', 'tell', 'believe', 'also', 'didnt', 'want', 'truth', 'shouldnt', 'trumps', 'account', 'anyways', 'since', 'dont', 'even', 'support']"
1553,kaiiitlynmariiie your parents dont believe in politics what does that even mean again you can enter the grownups conversation when you graduate high school and vote,"['kaiiitlynmariiie', 'parents', 'dont', 'believe', 'politics', 'even', 'mean', 'enter', 'grownups', 'conversation', 'graduate', 'high', 'school', 'vote']"
1554,nickarment how does that not make sense huh ,"['nickarment', 'make', 'sense', 'huh']"
1555,kaiiitlynmariiie because politics arent just something you can not believe in lmao,"['kaiiitlynmariiie', 'politics', 'arent', 'something', 'believe', 'lmao']"
1556,nickarment then they dont care is that better,"['nickarment', 'dont', 'care', 'better']"
1557,the nose thing wasnt a filter was it ,"['nose', 'thing', 'wasnt', 'filter']"
1558,No Comment,"['No', 'Comment']"
1559,no comment,['comment']
1560,No Comment,"['No', 'Comment']"
1561,No Comment,"['No', 'Comment']"
1562,bcastro bro we should do this too ,"['bcastro', 'bro']"
1563,whoislevon yeah we should ,"['whoislevon', 'yeah']"
1564, trump forever,"['trump', 'forever']"
1565,No Comment,"['No', 'Comment']"
1566,whoislevon yo,"['whoislevon', 'yo']"
1567,no comment,['comment']
1568,No Comment,"['No', 'Comment']"
1569, omg,['omg']
1570,No Comment,"['No', 'Comment']"
1571,No Comment,"['No', 'Comment']"
1572,halohere damn that one slapped hard ,"['halohere', 'damn', 'one', 'slapped', 'hard']"
1573,raphbarrostattoos im voting for trump  ,"['raphbarrostattoos', 'im', 'voting', 'trump']"
1574,No Comment,"['No', 'Comment']"
1575,theunconventionalasian we dont care ,"['theunconventionalasian', 'dont', 'care']"
1576,theunconventionalasian you are not a republican more like a little wussy its a joke,"['theunconventionalasian', 'republican', 'like', 'little', 'wussy', 'joke']"
1577,No Comment,"['No', 'Comment']"
1578,No Comment,"['No', 'Comment']"
1579,No Comment,"['No', 'Comment']"
1580,lukee im far from the problem in this country im very active in my community what have you done in service to others,"['lukee', 'im', 'far', 'problem', 'country', 'im', 'active', 'community', 'done', 'service', 'others']"
1581,you trumpers think all his troubles are fake and are a result of liberalism no the truth is that he is a sexist racist xenophobic narcissistic who thinks he is above the law he tried to stop an electronic by interfering with the vote count the electoral college and by sending his zealots on a mission to storm the capitol he has no defense but that doesnt stop people like you from defending him,"['trumpers', 'think', 'troubles', 'fake', 'result', 'liberalism', 'truth', 'sexist', 'racist', 'xenophobic', 'narcissistic', 'thinks', 'law', 'tried', 'stop', 'electronic', 'interfering', 'vote', 'count', 'electoral', 'college', 'sending', 'zealots', 'mission', 'storm', 'capitol', 'defense', 'doesnt', 'stop', 'people', 'like', 'defending']"
